rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
543963,Myrac,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
543996,Stabec,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544004,Pedural,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544035,Lidamantle HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544043,Iontocaine,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544051,Gel Cord,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544094,Fluoro/Gly,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544102,Glyco Gel,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544125,Novacort,85.684,3614,88.006106,Enterprise High,78.4867,88.146,92.53,83.8434,86.944,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544129,Derma Cas,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544141,Medefoam 2,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544151,Xactdose,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544155,Sultrex Pediatric,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544165,Tussionex,78.1952,7364,75.564184,Operationally Relevant,66.3263,81.6479,92.53,72.6632,81.0968,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544177,Pediatex 12,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544199,C-Tanna 12,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544203,Ricotuss,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544207,Tannihist 12 RF,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544219,Ed ChlorPed,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544223,Bonikraft,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544227,Prodroxy,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544250,Wallach,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544268,Urso Forte,83.9114,5283,82.465485,Operationally Relevant,74.5033,86.951,92.53,81.8516,85.1515,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544279,Raphtre,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544290,Kraftobese,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544305,Ricobid H,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544330,Symbioflor 2,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544356,Duonate 12 Pediatric,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544364,Pyrilafen Tannate 12,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544376,Ry-T-12,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544381,Ricobid D,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544401,Oralone,85.685,3609,88.019381,Enterprise High,78.4889,88.1467,92.53,83.8444,86.945,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544430,Chlorhexigard,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544439,Oral B Fluorinse,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544446,Catulac,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544456,RO-Lactulose,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544464,Lumen C,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544473,Lignospan,77.9533,7433,75.333532,Operationally Relevant,65.7827,81.4848,92.53,72.3914,80.8522,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544488,botulism immune globulin IV human,73.2867,9475,68.558343,Operationally Relevant,69.3986,69.5571,92.53,71.2493,68.6669,71.142,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544492,BabyBIG,67.03,10559,64.960839,Operationally Relevant,61.069,62.8582,92.53,63.4845,62.0686,64.392,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544544,Phos Cal,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544577,Butasone,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544581,Apokyn,80.2178,6648,77.940396,Operationally Relevant,70.1019,81.9306,92.53,75.851,82.0709,87.4545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544589,Guacol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544594,SSKI brand of Potassium Iodide,83.5076,5472,81.838245,Operationally Relevant,75.1128,85.6338,92.53,80.1564,85.4258,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544615,Vetsulin,60.7922,11431,62.066906,Operationally Relevant,51.3225,57.2218,92.53,53.8612,57.3951,59.5795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544621,Duo-Span,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544677,Rosaderm Cleanser,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544708,Histine-B,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544720,Betastat,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544728,Sone-4,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544738,Evoclin,85.0567,4258,85.862206,Enterprise High,77.077,87.7231,92.53,83.1385,86.3096,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544744,Trichlor Fresh Pak,61.5549,11310,62.466813,Operationally Relevant,55.0056,54.2017,92.53,47.6028,64.0025,68.3295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544788,Irrimax,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544808,Selseb,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544812,Hamptons Baby Powder,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544818,Keratol 40,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544829,Benzie Pak,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544837,Doxy,77.3581,7864,73.903159,Operationally Relevant,64.4453,81.0836,92.53,71.7226,80.2504,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544841,Cantharone,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544849,Atoperox,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544854,Hemoban,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544861,Astringyn,74.6051,9108,69.776318,Operationally Relevant,64.4414,74.0574,92.53,67.8207,76.3736,82.9045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544871,VA Disclosing,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544905,Testradiol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544954,Pandex,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544973,Buckleys Formo Cresol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
544991,ABG Pulsator,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545022,Ketaconole Shampoo 2,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545029,Myocidin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545038,Salix - substance,76.5314,8327,72.366587,Operationally Relevant,63.3459,80.0038,92.53,70.173,79.7557,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545042,HSS,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545055,Pulsator Plus,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545063,Cardiology Pack,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545067,Perifix,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545071,Viranol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545084,Aclaro,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545093,G.B.H. Shampoo,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545119,Iquix,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545134,Otomycet HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545138,Otosol HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545169,MilbeMite,40.2403,17761,41.011217,Foundational,36.055,24.687,92.53,27.6775,32.0783,38.158,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545203,Vidaza,82.2769,5980,80.15233,Operationally Relevant,71.982,85.3446,92.53,79.791,83.5169,87.4545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545223,Midazolan,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545230,Pri-Andriol,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545237,FML-S,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545250,Predsulfair,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545256,Zylet,85.4865,3817,87.335723,Enterprise High,78.0428,88.0128,92.53,83.6214,86.7443,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545267,Primazine,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545273,Menostar,85.0682,4238,85.920284,Enterprise High,77.1029,87.7309,92.53,83.1514,86.3213,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545290,Intron A,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545300,Nandrocot,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545330,Mangimin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545342,Gestrin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545354,Kepivance,76.9358,8109,73.086752,Operationally Relevant,65.8951,78.2685,92.53,72.3476,78.0778,83.5545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545405,Plasbumin,77.293,7918,73.725607,Operationally Relevant,64.2989,81.0397,92.53,71.6494,80.1845,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545426,Mintex HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545430,Tri Vent HC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545458,Sudatuss SF,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545467,depo-subQ provera,85.4265,3856,87.204633,Enterprise High,77.908,87.9724,92.53,83.554,86.6836,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545481,Estra AQ,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545515,Hydroxin,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545585,Orostat,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545639,Meningovax-AC,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545669,Rastringent II,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
545676,Tissue Goo,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
