rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
835827,testosterone cypionate,99.588643302801,98.37,98.37,103.97376543209876,98.56,98.56,97.65898380459313,93.26,93.26,98.09584494889155,99.47,99.47,44.21987007168459,31.54,31.54,90.88,119,99.24,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,29.0,13.0,4.0,1.0
835863,degarelix acetate,88.49597836187442,88.93,88.93,85.53735722819594,87.49,87.49,82.87310500464623,79.15,79.15,86.6303505907341,89.29,89.29,35.25717094782955,16.61,16.61,79.44,1163,88.59,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,89.14,87.0,89.0,84.5,88.25,86.5,100.0,60.0,86.25,6.0,15.0,3.0,4.0,0.0
835951,QuinZyme,78.557355303332,77.02,77.02,67.25098274259923,72.86,72.86,86.65656776848535,82.17,82.17,78.74428202575336,78.39,78.39,30.021152761184126,3.54,3.54,69.87,2044,74.17,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,84.91,81.0,85.5,80.5,81.25,89.5,100.0,10.0,97.25,1.0,19.0,8.0,4.0,0.0
836627,Pseudodine C,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836642,Edluar,77.829855303332,76.37,76.37,66.61860812425329,72.39,72.39,93.50329218106995,88.46,88.46,80.00234302402761,79.68,79.68,35.316152263374484,16.68,16.68,72.32,1824,78.14,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,84.0,80.0,84.5,79.0,80.5,97.0,100.0,10.0,94.5,1.0,18.0,2.0,4.0,1.0
844224,Minirin,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844227,Muse,81.28485530333201,82.21,82.21,68.44621412451879,77.75,77.75,95.35138722952343,89.77,89.77,81.10247617151201,81.87,81.87,30.625384143103677,5.45,5.45,74.88,1590,81.41,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,95.0,100.0,10.0,100.0,1.0,39.0,19.0,4.0,0.0
845509,Afinitor,81.28485530333201,82.21,82.21,68.20726549847339,75.86,75.86,97.50366719766362,92.99,92.99,81.81882424001061,83.67,83.67,31.103032490375682,8.37,8.37,75.61,1522,82.44,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,27.0,3.0,4.0,0.0
845525,"Japanese encephalitis virus vaccine, inactivated",94.21457387495022,92.15,92.15,96.42371219965484,91.24,91.24,89.63126908270277,84.71,84.71,90.33292672242135,92.26,92.26,37.43450484534714,19.53,19.53,83.19,805,93.01,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,94.78,94.0,94.5,92.0,95.0,94.0,100.0,90.0,89.0,9.0,16.0,2.0,4.0,0.0
845529,Ixiaro,79.66328819859285,78.05,78.05,71.2212836851188,80.7,80.7,89.63126908270277,84.71,84.71,81.63635536970664,83.16,83.16,32.299326297623786,12.2,12.2,74.23,1649,80.37,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,83.6,80.0,84.0,78.0,81.0,94.0,99.0,20.0,89.0,2.0,16.0,2.0,4.0,0.0
845656,Phillips M-O,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846168,Darcalma,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846176,Darpaz,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846950,Renova,81.28485530333201,82.21,82.21,68.20726549847339,75.86,75.86,98.03557679543341,94.18,94.18,81.04788304792247,81.58,81.58,30.71756189433161,6.04,6.04,75.3,1550,81.97,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,27.0,6.0,4.0,0.0
846956,Triad,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847011,Fluoridex Daily Defense Sensitivity,56.79697497676889,65.3,65.3,47.13294769680074,56.5,56.5,81.51238218505245,78.27,78.27,72.86862770476569,70.91,70.91,29.137575501128367,2.96,2.96,60.3,2829,60.4,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,77.65,65.0,85.0,80.0,65.0,86.0,96.0,0.0,100.0,0.0,24.0,5.0,4.0,0.0
847020,prasugrel hydrochloride,95.47294072746581,93.12,93.12,95.5848075136068,90.73,90.73,91.70418491968671,86.5,86.5,92.12154553298818,93.57,93.57,36.927841663347934,18.94,18.94,83.85,745,93.55,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,96.85,96.0,97.0,96.0,96.0,95.0,100.0,80.0,100.0,8.0,20.0,8.0,4.0,0.0
847083,ustekinumab,97.91610049117217,95.16,95.16,101.99847590601352,95.13,95.13,97.10609650869509,92.24,92.24,94.67434249303068,95.71,95.71,38.99715335855569,24.48,24.48,87.58,410,96.66,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,98.18,98.0,98.0,97.0,98.5,99.0,100.0,100.0,94.5,15.0,18.0,4.0,4.0,0.0
847084,Utrona-C,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847088,Miniprin,81.28485530333201,82.21,82.21,68.55631302270012,78.81,78.81,101.00998938006107,98.78,98.78,83.36045771936811,86.74,86.74,31.69932546794106,11.19,11.19,78.25,1275,86.95,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,51.0,22.0,4.0,0.0
847166,Allerx DF AM,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847176,ProCentra,81.28485530333201,82.21,82.21,68.1673577591929,75.56,75.56,99.75401566440992,97.2,97.2,81.69910102216912,83.32,83.32,35.43565644497544,16.97,16.97,77.19,1374,85.3,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,26.0,9.0,4.0,1.0
847214,CNL8,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847336,Fluoron APF,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847384,One Touch Reformulated Apr 2009,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847437,Pediagel,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847458,NeutraRinse,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847463,Levoprome,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847470,Luminal,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847500,AlleRx PE AM,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847512,AlleRx AM,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847516,AlleRx PM,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847728,lumefantrine,97.403643302801,94.83,94.83,101.68328461436349,94.88,94.88,86.26026151599628,81.57,81.57,92.98171764237355,94.24,94.24,38.36701513341298,21.68,21.68,84.79,660,94.32,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,97.26,97.0,97.0,95.5,97.75,89.5,100.0,100.0,91.75,18.0,17.0,2.0,4.0,0.0
847782,"Aminosyn 3.5 % M, Sulfite Free",56.946974976768885,66.89,66.89,47.756634143103675,58.85,58.85,96.62279304393999,91.35,91.35,74.5896870436745,73.65,73.65,28.3012619474313,1.36,1.36,64.23,2513,66.5,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.25,65.0,85.0,80.0,65.0,95.0,100.0,0.0,100.0,0.0,103.0,36.0,4.0,0.0
848057,Humibid L.A. Reformulated Apr 2009,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848114,PCE,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848161,Simponi,78.82328819859285,77.33,77.33,70.52582198327359,80.54,80.54,87.47228527810965,83.1,83.1,81.66091145625913,83.2,83.2,33.67533519182265,14.6,14.6,73.89,1680,79.93,2,Strategically Important,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,82.24,79.0,83.0,76.5,80.25,91.5,96.0,20.0,86.25,2.0,15.0,1.0,4.0,0.0
848187,Vanex,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848201,Fletchers Child Laxative,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848723,Fanapt,74.617355303332,73.07,73.07,63.910114828089746,69.0,69.0,79.81134342227533,76.76,76.76,73.82393103677154,72.36,72.36,32.88741122394796,13.26,13.26,66.7,2304,70.05,3,Operationally Relevant,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,79.15,76.0,80.5,73.0,77.5,84.0,92.0,10.0,83.5,1.0,14.0,2.0,4.0,0.0
848763,Endodan Reformulated May 2009,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848769,Percodan Reformulated May 2009,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848929,acai berry extract,31.63164443116952,46.8,46.8,37.878399840700915,47.19,47.19,17.767323775388295,25.3,25.3,31.555934621000933,46.57,46.57,63.57037783751493,88.81,88.81,46.76,3177,46.8,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,18.67,36.0,4.5,6.0,36.0,0.0,13.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
848957,Cetraxal,81.28485530333201,82.21,82.21,68.5923212531528,79.14,79.14,101.28063188636663,98.92,98.92,82.97399150404885,86.08,86.08,31.488088245055092,10.43,10.43,78.19,1280,86.83,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,60.0,27.0,4.0,0.0
849609,Bifera,76.259855303332,74.53,74.53,65.28313434222753,70.8,70.8,85.87303531129697,81.36,81.36,76.13727439267224,75.8,75.8,30.671823144829418,5.73,5.73,68.27,2185,71.37,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,81.72,78.0,82.5,76.0,79.0,88.0,97.0,10.0,89.0,1.0,16.0,7.0,4.0,0.0
849647,Hydro 35,81.17485530333201,78.91,78.91,67.95982729324308,74.24,74.24,81.48624717907873,78.14,78.14,79.75331567768485,79.51,79.51,31.23299731182796,9.07,9.07,70.69,1969,75.79,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.38,82.0,86.5,82.0,82.0,86.0,97.0,10.0,100.0,1.0,22.0,4.0,4.0,0.0
849739,Vagisil Original Formula,56.946974976768885,66.89,66.89,47.67665272799681,58.33,58.33,95.25315279437142,89.71,89.71,74.3497427983539,73.19,73.19,28.22128053232444,1.23,1.23,63.69,2562,65.77,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.25,65.0,85.0,80.0,65.0,95.0,100.0,0.0,100.0,0.0,56.0,15.0,4.0,0.0
849753,Zilactin-L Cold Sore Liquid,53.43447497676888,62.65,62.65,44.188063852382854,54.21,54.21,61.62536837913182,69.47,69.47,66.89551373954599,66.84,66.84,32.68721044072747,12.93,12.93,57.56,2999,55.79,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,72.2,61.0,81.0,74.0,62.0,66.0,84.0,0.0,89.0,0.0,16.0,2.0,4.0,0.0
849828,Samsca,81.28485530333201,82.21,82.21,67.95114243993098,74.02,74.02,97.5868014071419,93.1,93.1,81.05045506438337,81.69,81.69,30.846909431833268,6.86,6.86,74.73,1603,81.12,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,21.0,7.0,4.0,0.0
849863,Adcirca,77.102355303332,75.48,75.48,65.97810261515997,71.71,71.71,92.87207619806186,87.55,87.55,78.04289439798221,77.69,77.69,30.261399011018185,3.97,3.97,70.13,2019,74.63,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,83.09,79.0,83.5,77.5,79.75,96.5,100.0,10.0,91.75,1.0,17.0,3.0,4.0,0.0
850306,Besivance,77.829855303332,76.37,76.37,66.61860812425329,72.39,72.39,92.40147351652726,87.07,87.07,79.50785211735032,79.29,79.29,30.69637511615558,5.91,5.91,70.91,1952,75.99,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,84.0,80.0,84.5,79.0,80.5,97.0,100.0,10.0,94.5,1.0,18.0,1.0,4.0,0.0
850404,Ibuprohm,81.28485530333201,82.21,82.21,68.57033466082571,78.94,78.94,98.99319660161953,96.01,96.01,83.40252263374485,86.79,86.79,31.713347106066642,11.23,11.23,77.74,1322,86.24,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,54.0,19.0,4.0,0.0
850436,GaviLyte-C,81.28485530333201,82.21,82.21,68.62036452940396,79.42,79.42,96.79478627372893,91.77,91.77,81.62492738616753,83.13,83.13,30.79953454798885,6.64,6.64,76.01,1486,83.04,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,95.0,100.0,10.0,100.0,1.0,73.0,29.0,4.0,0.0
850459,Q-Sorb Co Q-10,78.557355303332,77.02,77.02,67.25098274259923,72.86,72.86,86.65656776848535,82.17,82.17,78.74428202575336,78.39,78.39,30.021152761184126,3.54,3.54,69.87,2044,74.17,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,84.91,81.0,85.5,80.5,81.25,89.5,100.0,10.0,97.25,1.0,19.0,8.0,4.0,0.0
