rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag
1716102,disodium nicotinamide adenine dinucleotide,100.28515736004293,56.73,56.73,62.871967314120965,26.58,26.58,95.90440443750872,73.28,73.28,53.72321025902063,38.5,38.5,21.21519169080141,45.7,45.7,48.66,3220,46.3,3,Operationally Relevant,Disease Burden Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1720936,alpha-isobutylphenethyl alcohol,36.045838909176396,5.46,5.46,185.09700021326708,89.69,89.69,63.49863980643748,48.28,48.28,93.27813205624571,67.44,67.44,19.586930014526036,42.27,42.27,48.06,3280,44.65,3,Operationally Relevant,Spend Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1720938,platinic chloride hexahydrate,69.11166839231161,29.89,29.89,36.485895515093695,8.76,8.76,95.52819685910721,73.02,73.02,47.7522896456871,33.33,33.33,56.04721692184064,86.95,86.95,39.46,4140,22.93,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1721294,hydantoin,94.74098495660824,52.32,52.32,131.34721990276412,72.38,72.38,144.83517361156692,91.47,91.47,236.54325001817432,98.13,98.13,11.658480699856518,24.19,24.19,69.22,1172,91.61,2,Strategically Important,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1723483,octanoic acid 1-C-13,110.74433059351722,64.35,64.35,139.78286842014845,76.14,76.14,24.78883448407627,10.58,10.58,47.34412051053713,32.97,32.97,3.624036855342321,5.3,5.3,45.93,3493,38.97,4,Limited Enterprise Impact,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1724424,Ephedra sinica root extract,181.4673304027881,93.0,93.0,58.99421165445508,23.64,23.64,68.73948674689518,52.99,52.99,1.6680355017899005,0.07,0.07,52.244228194185126,84.65,84.65,52.88,2798,57.97,3,Operationally Relevant,Utilization Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1724822,mintlactone,106.25353202569512,61.17,61.17,138.1983087183168,75.4,75.4,24.035555306601314,9.92,9.92,46.386240027310535,32.01,32.01,41.94281560999987,76.08,76.08,51.59,2927,54.53,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1726120,sodium palmitoyl sarcosinate,45.625661923106875,10.94,10.94,64.41907309955097,27.91,27.91,65.45427430028556,50.07,50.07,30.269421284718604,17.44,17.44,11.658044010607673,24.18,24.18,25.31,5511,3.38,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1727169,"2,3-dihydroxybenzoic acid",57.78411256640831,19.9,19.9,75.29774802025825,36.41,36.41,40.61305032264386,25.52,25.52,53.72578800332819,38.5,38.5,30.549969187474503,61.55,61.55,32.11,4870,9.96,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1727556,diisopropylamine dichloroacetate,143.3532960182622,82.04,82.04,71.32516360083767,33.4,33.4,53.744993562974976,38.8,38.8,172.09647280154678,92.9,92.9,9.984767432298518,19.99,19.99,56.66,2420,68.04,3,Operationally Relevant,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1729153,"1,9-decadiene",214.06978938942362,97.14,97.14,140.69676407029883,76.53,76.53,65.83094318629198,50.44,50.44,50.38530474584579,35.64,35.64,6.077116858740084,10.71,10.71,64.78,1610,85.2,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1730434,"elastin, bovine",51.62256286474519,14.96,14.96,67.72849795549746,30.45,30.45,16.828907360917892,4.72,4.72,139.91857829245683,86.2,86.2,13.424912893245587,28.52,28.52,28.83,5190,6.23,4,Limited Enterprise Impact,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1731599,"magnesium phosphate, monobasic",67.86364075232476,28.73,28.73,194.7219672867432,91.62,91.62,36.47385469287215,21.45,21.45,39.89557569214974,26.09,26.09,31.26785678479991,62.67,62.67,45.99,3487,39.12,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1733689,12-oxooctadecanoic acid,218.85691569002336,97.52,97.52,55.498050702618144,21.16,21.16,120.4512712051518,84.8,84.8,87.52488528962814,64.24,64.24,6.990650436438484,12.92,12.92,62.43,1844,81.08,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1733817,zinc sulfide,192.84349034824584,94.83,94.83,122.10593068187296,67.63,67.63,67.43634857269751,51.85,51.85,42.90186654817592,28.79,28.79,34.99153657707846,68.05,68.05,66.85,1404,88.43,2,Strategically Important,Utilization Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1735049,tetanus toxin,122.13697326818674,71.63,71.63,217.76617368090356,94.73,94.73,49.07006588000441,33.99,33.99,87.73299255836571,64.36,64.36,45.58648934257545,79.54,79.54,69.58,1136,92.05,2,Strategically Important,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1736006,isopropanolamine,68.55660486331442,29.29,29.29,139.2151501195481,75.89,75.89,147.99261130709826,92.06,92.06,48.5478053082369,34.06,34.06,31.871962535265638,63.6,63.6,57.64,2322,70.42,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1736744,dimethyl 4-phthalate,50.35890672766685,14.14,14.14,123.86741067288325,68.56,68.56,46.748248265983314,31.83,31.83,35.82039295731237,22.36,22.36,18.058936907542908,39.08,39.08,35.01,4585,14.28,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1739233,"1,4-diphenyl-1,3-butadiene",65.84806999710706,26.92,26.92,39.960738169947874,10.85,10.85,79.38378617218689,61.65,61.65,56.77883775126275,41.23,41.23,2.406075547489596,2.99,2.99,29.6,5117,7.0,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1740233,1-naphthol,75.31217141467326,35.3,35.3,91.65360973779039,48.34,48.34,17.679244239990922,5.28,5.28,117.81881683051859,79.05,79.05,5.686706115566498,9.8,9.8,36.57,4429,17.05,4,Limited Enterprise Impact,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1740234,"2,4-diaminophenoxyethanol hydrochloride",77.1644040358818,37.04,37.04,86.45148334242188,44.68,44.68,21.43142716962822,7.87,7.87,50.813048184953324,36.02,36.02,34.87008169341549,67.87,67.87,36.05,4481,16.03,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1740236,4-amino-2-hydroxytoluene,35.757122432541436,5.34,5.34,26.981945719048298,4.36,4.36,59.773252246146036,44.78,44.78,43.72797586198968,29.56,29.56,37.58242937227233,71.35,71.35,23.22,5677,2.18,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1742510,ledismase,55.82110419255637,18.33,18.33,196.91780401663874,92.0,92.0,63.311290810365776,48.13,48.13,20.404169117078528,9.3,9.3,11.094371186790909,22.82,22.82,41.8,3906,28.29,4,Limited Enterprise Impact,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1742747,"serine, D-",96.19027004459637,53.51,53.51,54.29293495271974,20.3,20.3,34.094761950611314,19.16,19.16,152.60587400902196,89.21,89.21,7.396792015658814,13.82,13.82,39.72,4114,23.5,4,Limited Enterprise Impact,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1744165,sodium myristate,67.25770337486723,28.21,28.21,212.2518915401122,94.19,94.19,157.93841199124546,93.74,93.74,130.68809834213198,83.65,83.65,2.9370949364074033,3.91,3.91,63.7,1718,83.48,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1745413,dimethylamine,44.73927486704753,10.39,10.39,25.118842499084387,3.61,3.61,66.68657407229749,51.16,51.16,96.20789892111218,69.15,69.15,8.579948950511344,16.46,16.46,26.27,5423,4.06,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1747473,".alpha.-hexylcinnamaldehyde, (2E)-",52.64621919378399,15.71,15.71,95.71379726004969,51.24,51.24,169.04965908156169,95.35,95.35,99.08045358997471,70.67,70.67,14.737600235899603,31.48,31.48,50.34,3052,51.08,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1747705,dibenzyl ether,81.70224648693774,41.01,41.01,133.8108210342345,73.55,73.55,113.49749961118546,82.2,82.2,38.17221380055371,24.5,24.5,12.900184976916542,27.14,27.14,53.52,2734,59.87,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1747726,"carvone, (+)-",39.73290206392737,7.46,7.46,71.07539911835067,33.21,33.21,164.30883221824635,94.68,94.68,38.80732344547477,25.03,25.03,65.82316620699187,91.37,91.37,42.37,3849,29.62,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1788842,divinylbenzene,168.05966224898629,90.15,90.15,80.9298263264746,40.62,40.62,61.6634758615178,46.57,46.57,23.090135856514014,11.44,11.44,26.84888126206924,55.86,55.86,53.82,2704,60.66,3,Operationally Relevant,Utilization Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1790648,octadecane,41.166745698170864,8.25,8.25,115.85467928451459,64.23,64.23,53.17919467219699,38.16,38.16,70.97589575177562,52.77,52.77,37.80000568108283,71.6,71.6,41.24,3962,26.96,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1792129,glucose pentaacetate,126.961041325984,74.24,74.24,38.81186568116102,10.09,10.09,21.924234042371815,8.22,8.22,53.76424649223858,38.56,38.56,21.51347122496897,46.24,46.24,36.85,4401,17.51,4,Limited Enterprise Impact,Utilization Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1793898,carbocysteine lysine monohydrate,212.30820205898792,96.99,96.99,35.43974088814997,8.16,8.16,70.71244074391552,54.69,54.69,28.548452119728935,15.94,15.94,24.667518405077796,52.07,52.07,49.67,3119,49.18,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1793921,lysophosphatidic acid,43.781300397219226,9.8,9.8,175.03308376332296,87.49,87.49,27.491737508382496,12.92,12.92,127.03447817871911,82.5,82.5,0.819599329063027,0.52,0.52,39.82,4104,23.74,4,Limited Enterprise Impact,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1793922,methyl paraoxon,49.167087070348536,13.29,13.29,35.416539296425476,8.15,8.15,25.715256215380723,11.39,11.39,53.44229982238973,38.26,38.26,38.670462601846076,72.55,72.55,21.3,5820,1.42,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1793923,monopotassium phosphite,82.41009401243886,41.62,41.62,59.90210691189831,24.29,24.29,107.42653535667338,79.35,79.35,30.200084106794055,17.4,17.4,26.6294729232844,55.51,55.51,42.59,3827,30.27,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1793925,potassium magnesium aspartate,71.23858185811301,31.77,31.77,39.338416611303934,10.45,10.45,56.92258118059546,41.89,41.89,99.2040634161757,70.75,70.75,81.83092650596893,95.67,95.67,40.7,4016,25.75,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1794164,californium Cf-249,145.56876976285656,82.96,82.96,59.06084804055962,23.67,23.67,37.16366173089262,22.2,22.2,210.6835119557727,96.82,96.82,23.923276502467047,50.66,50.66,54.83,2603,63.31,3,Operationally Relevant,Population Impact Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1797646,methylene glycol,79.48867101762016,39.06,39.06,85.30567944747233,43.89,43.89,134.38963087438785,88.99,88.99,76.65201308183595,57.12,57.12,77.33196714658499,94.78,94.78,58.53,2233,72.63,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1800093,glyphosate,55.25757476735448,17.82,17.82,34.42520440960082,7.57,7.57,76.23669516367123,59.2,59.2,49.30498503728883,34.73,34.73,9.4830144647679,18.81,18.81,26.17,5433,3.98,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1803718,laureth-4 carboxylic acid,131.0113685550578,76.51,76.51,132.71738986086604,73.07,73.07,101.03231306449293,76.21,76.21,47.28370039249818,32.91,32.91,12.72641493942826,26.74,26.74,64.07,1681,84.13,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1804258,2-methyl-4-isothiazolin-3-one hydrochloride,75.47773728711218,35.43,35.43,98.52059764009812,53.27,53.27,18.579729872696095,5.85,5.85,58.31600789747319,42.57,42.57,119.2487438196714,99.14,99.14,41.42,3944,27.36,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1805005,CJC-1295,54.47398364733749,17.2,17.2,143.46239730376337,77.66,77.66,150.0514009631385,92.47,92.47,18.464826052429938,7.88,7.88,13.31368641175609,28.22,28.22,47.07,3379,41.94,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1807442,isolan,59.531332197465545,21.5,21.5,127.12084358428976,70.39,70.39,47.43631867816597,32.42,32.42,56.66936436298326,41.11,41.11,26.949190654172707,56.0,56.0,42.3,3856,29.45,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1808535,potassium laurate,42.870162700501176,9.27,9.27,83.39438572418992,42.44,42.44,25.074221164302436,10.81,10.81,78.98325386662351,58.76,58.76,33.638549471318356,66.17,66.17,30.98,4982,8.53,4,Limited Enterprise Impact,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1855092,cyclodrine,25.13194499002379,1.79,1.79,23.93428948310484,3.18,3.18,105.41862105992962,78.44,78.44,67.92701668255133,50.51,50.51,17.83023760511077,38.61,38.61,28.46,5222,5.9,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1858075,perlite,45.28760400045941,10.68,10.68,18.761516705899606,1.68,1.68,28.38562950456147,13.79,13.79,149.2804327044567,88.49,88.49,39.96749593418515,73.96,73.96,27.05,5351,4.67,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1858285,acetylsalicylsalicylic acid,80.4952576587607,39.91,39.91,201.2058792370137,92.67,92.67,37.097608137173076,22.13,22.13,58.933966878341195,43.06,43.06,0.557168440703528,0.32,0.32,46.06,3480,39.31,4,Limited Enterprise Impact,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1858662,"noggin, human",74.53734999799143,34.6,34.6,87.27970715191783,45.22,45.22,239.69576562726039,99.38,99.38,42.81396389430827,28.7,28.7,27.77339878808823,57.43,57.43,51.61,2925,54.58,3,Operationally Relevant,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1859167,darutoside,37.61232284960806,6.32,6.32,175.9643591325446,87.71,87.71,49.236141715786964,34.15,34.15,92.30480314465348,66.89,66.89,3.9669206468833567,6.02,6.02,41.29,3957,27.06,4,Limited Enterprise Impact,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1859172,alpha ionone,55.85103056365006,18.34,18.34,130.68676535211836,72.04,72.04,147.84831082590568,92.04,92.04,51.47937615093145,36.6,36.6,113.5088762744206,98.89,98.89,57.3,2356,69.66,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1859244,butyl salicylate,122.21092091345515,71.68,71.68,112.94705939219045,62.59,62.59,152.56709942576487,92.91,92.91,38.93318268873163,25.14,25.14,25.647350230249426,53.78,53.78,64.88,1600,85.36,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1863221,silicon tetrachloride,117.15330911009491,68.5,68.5,121.40203010481179,67.22,67.22,166.56675043490964,95.03,95.03,67.32815852331743,50.05,50.05,58.0026508255473,88.04,88.04,72.67,841,95.17,1,Enterprise Critical,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1863222,tellurium tetrachloride,93.2520451228908,51.06,51.06,81.18579642750716,40.82,40.82,58.2967751852936,43.37,43.37,99.04219502596118,70.64,70.64,31.260378299868265,62.66,62.66,51.06,2980,53.09,3,Operationally Relevant,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1863268,cadmium chloride,47.816442669367284,12.36,12.36,93.50448329268674,49.63,49.63,67.02720715870996,51.44,51.44,111.17022027397518,76.37,76.37,33.023337494583885,65.32,65.32,44.39,3647,34.78,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1865167,calcium disodium pyrophosphate,144.86870639538012,82.68,82.68,37.40861494541945,9.27,9.27,81.7149241752236,63.61,63.61,81.61081220341396,60.59,60.59,20.610409616632246,44.45,44.45,53.38,2748,59.49,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1869046,calcium 2-ketogluconate,82.69646923848948,41.81,41.81,97.61714397909859,52.65,52.65,114.43240481428299,82.59,82.59,135.85373721429534,85.23,85.23,60.62098280697978,89.26,89.26,63.93,1695,83.9,2,Strategically Important,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1869700,glycidyl methacrylate,59.28254457530261,21.25,21.25,150.04583854166086,79.96,79.96,74.63290351825067,58.05,58.05,194.17029653458928,95.45,95.45,16.35763291209059,35.3,35.3,55.82,2504,65.84,3,Operationally Relevant,Population Impact Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1869713,fenamiphos,48.864400607125766,13.05,13.05,179.72361926992426,88.62,88.62,18.51767192343921,5.82,5.82,25.16112138173064,13.11,13.11,8.086802464431043,15.31,15.31,30.73,5007,8.23,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1872046,rubidium fluoride,127.98804545006975,74.86,74.86,31.26088970003836,6.1,6.1,47.67483649583192,32.64,32.64,3.9361730283495264,0.48,0.48,38.40498846290757,72.25,72.25,37.81,4305,19.48,4,Limited Enterprise Impact,Utilization Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1872987,(C10-C16)alkyldimethylamine oxide,14.219401779837447,0.33,0.33,58.31088418581332,23.11,23.11,115.15298161604383,82.81,82.81,51.268219314649826,36.43,36.43,3.497928508608698,5.0,5.0,28.4,5228,5.85,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1874282,yellow OB,103.8854012262052,59.52,59.52,25.282515359967494,3.69,3.69,31.199554032435735,16.34,16.34,96.6602374937961,69.38,69.38,11.52202669288664,23.8,23.8,34.83,4603,14.0,4,Limited Enterprise Impact,Population Impact Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1921562,scandium chloride,69.28513442355107,30.03,30.03,23.699304477896433,3.08,3.08,128.06990350849364,87.17,87.17,190.7210168269131,95.14,95.14,41.52971392216905,75.62,75.62,49.05,3181,47.47,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1921888,potassium tellurite,154.49640784474835,86.22,86.22,212.90223995341853,94.25,94.25,39.80583483413263,24.76,24.76,54.59976697528017,39.3,39.3,15.899282702267856,34.26,34.26,63.7,1718,83.48,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1922739,12-(9-anthroyloxy)stearic acid,248.58030815736095,98.95,98.95,15.241647121728514,0.99,0.99,99.48270904232677,75.28,75.28,49.10618355676774,34.56,34.56,25.278865170856186,53.14,53.14,55.49,2537,65.05,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1922902,"2-bromobutane, (S)-",59.54365932245834,21.52,21.52,142.54690688523246,77.28,77.28,11.566648974272834,2.14,2.14,63.91628572939905,47.27,47.27,44.36026758585793,78.5,78.5,41.14,3972,26.74,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1923619,hippuric acid,145.93533244605902,83.11,83.11,84.79125985296788,43.46,43.46,85.72108199418813,66.6,66.6,44.89108711697994,30.65,30.65,3.5625479726402034,5.16,5.16,54.23,2663,61.79,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1923817,cyanide,106.45657006536477,61.36,61.36,177.72092191221867,88.14,88.14,12.988212628314233,2.7,2.7,167.27485957117023,92.09,92.09,22.12163501158852,47.4,47.4,59.54,2132,75.01,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1926832,FD&C yellow no. 5 free acid,100.71433115286044,57.13,57.13,25.59321097504706,3.81,3.81,73.84683320394008,57.34,57.34,54.2986134669591,39.02,39.02,62.10383281739502,89.88,89.88,44.4,3646,34.8,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1941462,linalool oxide,38.082030265744294,6.52,6.52,108.5374787667678,59.81,59.81,129.74999925862514,87.62,87.62,11.168871987514034,3.22,3.22,51.66014807432936,84.3,84.3,43.35,3751,32.1,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1942335,sodium lauriminodipropionate,66.29166286996409,27.35,27.35,158.90304490431635,82.92,82.92,34.73704730560831,19.78,19.78,14.907998001833977,5.42,5.42,126.74424994864725,99.38,99.38,43.64,3722,32.86,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1942479,umirolimus,142.95389669885228,81.89,81.89,217.38694387207738,94.7,94.7,83.67118025877824,65.1,65.1,136.10020956292814,85.29,85.29,37.32815521883434,71.07,71.07,81.16,211,99.13,1,Enterprise Critical,Spend Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1943799,glutaric acid,164.13041762686174,89.16,89.16,91.0310203927445,47.91,47.91,69.5550203180856,53.69,53.69,35.981853661078084,22.53,22.53,22.94695562732633,48.88,48.88,57.73,2313,70.65,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1944687,sodium pyrophosphate decahydrate,190.64504640488718,94.49,94.49,85.74634545057657,44.18,44.18,163.03356496728114,94.52,94.52,228.33782685859012,97.8,97.8,89.84826700023856,96.91,96.91,82.66,144,99.43,1,Enterprise Critical,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
1946823,nonathymulin,66.47143295677874,27.53,27.53,177.8999713144328,88.18,88.18,135.60184078563364,89.32,89.32,62.2295215253133,45.85,45.85,12.057343780813799,25.19,25.19,57.56,2330,70.22,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
